temperature_c,humidity_pct,rainfall_mm,stagnant_water,population_density,prior_cases_30d,risk_level
22.5,60.0,101.0,0,1420.0,2,1
24.4,77.0,19.0,1,1339.0,2,2
23.1,65.0,11.0,1,1139.0,3,2
22.5,66.0,44.0,1,3059.0,1,2
24.7,87.0,69.0,1,1911.0,2,2
27.1,32.0,97.0,0,1008.0,4,2
30.3,100.0,77.0,1,2592.0,6,2
33.0,35.0,53.0,1,2825.0,4,2
42.0,37.0,75.0,0,478.0,5,0
32.9,59.0,172.0,0,1654.0,3,2
31.5,51.0,36.0,0,3973.0,2,2
25.8,100.0,90.0,0,635.0,2,2
32.9,46.0,65.0,0,722.0,2,0
36.8,50.0,45.0,1,174.0,3,0
29.1,63.0,77.0,0,189.0,5,2
27.3,96.0,16.0,0,2548.0,3,2
30.4,87.0,41.0,0,2569.0,4,2
37.0,69.0,43.0,1,1396.0,3,1
22.9,40.0,54.0,0,1120.0,2,0
35.7,30.0,141.0,0,1901.0,1,0
31.4,45.0,87.0,0,1291.0,3,1
23.6,25.0,55.0,1,988.0,2,1
25.6,40.0,96.0,1,1601.0,2,2
29.1,26.0,87.0,1,921.0,4,2
23.0,72.0,57.0,0,676.0,5,2
35.1,40.0,62.0,0,4471.0,8,1
31.6,85.0,76.0,1,2067.0,2,2
18.9,67.0,86.0,1,1636.0,2,2
31.3,64.0,46.0,0,483.0,2,1
28.0,78.0,86.0,0,2049.0,2,2
29.4,56.0,30.0,0,923.0,5,2
31.4,66.0,39.0,0,1441.0,1,1
28.4,46.0,38.0,0,3101.0,5,2
29.7,85.0,28.0,0,1113.0,2,2
23.4,92.0,62.0,0,684.0,2,2
36.1,56.0,124.0,0,1196.0,4,1
30.9,91.0,133.0,0,3997.0,3,2
20.4,64.0,23.0,1,1961.0,1,1
31.1,79.0,148.0,1,3598.0,3,2
16.6,63.0,190.0,0,542.0,4,1
17.9,60.0,69.0,1,534.0,4,1
36.2,55.0,85.0,0,326.0,0,0
35.8,76.0,287.0,0,294.0,5,2
26.0,41.0,78.0,1,1085.0,4,2
30.1,69.0,94.0,0,1234.0,3,2
29.3,85.0,66.0,0,922.0,3,2
26.1,44.0,78.0,1,737.0,1,2
22.0,80.0,42.0,0,4429.0,3,2
19.1,88.0,57.0,0,711.0,3,1
32.6,48.0,124.0,0,1048.0,0,1
25.2,59.0,39.0,1,744.0,9,2
16.8,50.0,77.0,1,1887.0,6,1
25.5,68.0,146.0,1,2666.0,7,2
25.4,43.0,9.0,0,1067.0,2,0
42.0,82.0,153.0,0,786.0,1,1
24.1,52.0,39.0,0,1149.0,4,1
28.5,43.0,110.0,0,2338.0,0,2
28.7,74.0,164.0,1,1137.0,5,2
27.5,44.0,159.0,0,1511.0,2,2
24.1,64.0,49.0,0,2134.0,3,2
28.1,87.0,49.0,1,844.0,2,2
22.8,82.0,165.0,0,505.0,2,2
31.4,85.0,146.0,1,1756.0,3,2
27.1,59.0,18.0,1,1987.0,3,2
22.5,64.0,41.0,0,3059.0,1,1
32.5,74.0,31.0,1,1625.0,3,2
29.2,59.0,13.0,0,893.0,4,2
24.8,76.0,131.0,0,522.0,7,2
33.7,38.0,161.0,0,1808.0,7,1
28.1,63.0,7.0,1,1898.0,3,2
32.1,88.0,13.0,1,2633.0,2,2
22.8,58.0,98.0,1,2759.0,2,2
26.0,65.0,161.0,0,857.0,1,2
31.4,100.0,260.0,0,1448.0,8,2
25.9,52.0,55.0,0,1006.0,6,2
24.6,63.0,43.0,0,2475.0,3,2
33.6,28.0,54.0,0,2100.0,3,0
34.6,73.0,52.0,0,1427.0,2,1
27.7,78.0,123.0,0,520.0,3,2
18.3,77.0,47.0,1,1592.0,5,2
33.8,99.0,128.0,1,712.0,2,2
14.8,76.0,89.0,1,2327.0,0,2
28.1,64.0,109.0,1,4950.0,0,2
35.9,80.0,76.0,1,740.0,6,2
23.0,55.0,46.0,1,1728.0,3,2
31.1,77.0,68.0,0,3371.0,1,2
19.2,100.0,19.0,0,2011.0,0,0
24.8,100.0,47.0,0,259.0,2,2
32.7,97.0,51.0,1,2704.0,4,2
27.1,73.0,135.0,0,3336.0,2,2
12.2,48.0,58.0,1,247.0,4,0
24.6,58.0,114.0,0,1119.0,2,2
16.9,100.0,149.0,0,572.0,3,1
25.9,61.0,88.0,0,653.0,0,2
23.0,89.0,81.0,0,710.0,4,2
11.7,48.0,45.0,0,2463.0,5,0
22.5,74.0,73.0,0,3578.0,4,2
20.5,78.0,164.0,0,1568.0,5,2
28.1,52.0,37.0,0,2746.0,7,2
22.4,40.0,104.0,0,2469.0,3,1
28.6,52.0,37.0,0,904.0,3,2
30.7,84.0,131.0,1,1566.0,6,2
35.9,94.0,47.0,0,1064.0,1,1
28.3,52.0,99.0,0,2590.0,3,2
30.0,50.0,66.0,1,1525.0,5,2
25.7,45.0,32.0,0,788.0,3,1
21.7,89.0,89.0,1,740.0,1,2
30.4,54.0,105.0,0,1639.0,0,2
27.8,35.0,72.0,1,2297.0,5,2
27.2,60.0,35.0,1,1732.0,4,2
26.7,50.0,41.0,0,551.0,1,1
25.3,93.0,30.0,1,2044.0,3,2
23.4,81.0,33.0,0,1330.0,3,2
26.8,70.0,31.0,0,1047.0,2,2
21.8,94.0,114.0,1,1887.0,0,2
34.6,69.0,138.0,1,358.0,2,2
28.4,59.0,90.0,0,304.0,2,2
10.2,48.0,25.0,0,1610.0,2,0
34.5,58.0,35.0,0,1975.0,2,0
35.2,35.0,7.0,1,1018.0,2,0
25.9,92.0,39.0,0,940.0,1,2
24.8,52.0,41.0,1,865.0,3,2
34.3,34.0,81.0,0,1234.0,4,0
34.7,86.0,106.0,0,2177.0,4,2
17.1,63.0,143.0,0,2093.0,2,1
31.8,28.0,35.0,1,2679.0,4,2
34.1,37.0,51.0,1,978.0,4,1
23.3,40.0,56.0,0,799.0,3,0
21.7,33.0,20.0,1,710.0,2,0
30.9,57.0,87.0,1,3453.0,4,2
39.2,82.0,21.0,0,1174.0,2,0
35.5,68.0,83.0,0,680.0,4,1
31.5,28.0,239.0,1,1411.0,1,2
26.4,52.0,132.0,1,3298.0,3,2
27.3,73.0,122.0,0,377.0,1,2
26.8,61.0,84.0,1,3531.0,4,2
25.4,73.0,73.0,0,1500.0,3,2
23.2,67.0,76.0,0,2144.0,1,2
31.2,43.0,47.0,1,741.0,5,2
18.9,40.0,46.0,1,588.0,2,0
32.1,61.0,84.0,1,2572.0,5,2
24.0,51.0,16.0,1,1488.0,1,1
30.0,69.0,126.0,0,564.0,1,2
22.5,86.0,81.0,0,182.0,2,1
17.3,86.0,17.0,0,1638.0,2,0
35.8,39.0,54.0,0,3346.0,6,1
33.0,55.0,94.0,1,718.0,5,2
25.1,43.0,263.0,0,525.0,3,2
39.4,77.0,92.0,0,276.0,2,1
36.9,72.0,50.0,0,3246.0,2,1
30.5,92.0,17.0,0,1467.0,4,2
18.3,54.0,40.0,1,1029.0,2,1
19.0,57.0,75.0,1,3833.0,3,2
28.1,56.0,215.0,1,240.0,4,2
33.2,74.0,101.0,0,1383.0,3,2
37.3,73.0,90.0,1,859.0,3,2
28.6,42.0,75.0,0,301.0,6,2
32.0,29.0,187.0,0,2193.0,3,1
34.2,60.0,58.0,0,835.0,2,0
17.0,41.0,197.0,0,3106.0,1,0
23.6,57.0,159.0,1,1085.0,1,2
29.6,73.0,22.0,1,1209.0,3,2
30.5,40.0,8.0,0,1357.0,1,0
20.5,43.0,111.0,0,2711.0,3,1
31.2,62.0,154.0,1,1602.0,0,2
31.9,100.0,60.0,0,2481.0,4,2
28.4,53.0,98.0,0,1920.0,9,2
31.0,76.0,130.0,0,851.0,4,2
29.1,37.0,33.0,1,1734.0,3,2
30.0,93.0,71.0,0,718.0,4,2
25.7,61.0,46.0,0,2067.0,4,2
22.5,66.0,34.0,1,2102.0,3,2
25.8,51.0,136.0,0,2172.0,2,2
29.0,57.0,107.0,1,451.0,3,2
14.3,98.0,59.0,0,330.0,10,2
20.1,50.0,85.0,0,1102.0,3,0
22.5,57.0,78.0,0,2138.0,3,1
18.0,68.0,94.0,0,1164.0,3,1
26.8,65.0,64.0,0,1820.0,4,2
12.8,61.0,53.0,0,3466.0,5,1
29.4,62.0,80.0,0,682.0,4,2
24.9,87.0,41.0,1,3494.0,2,2
28.2,79.0,115.0,1,1719.0,1,2
33.8,55.0,84.0,0,1804.0,3,1
31.7,68.0,36.0,0,1836.0,3,2
19.7,80.0,224.0,0,3402.0,4,2
21.4,66.0,119.0,0,1117.0,4,1
22.0,35.0,12.0,0,611.0,2,0
42.0,92.0,6.0,1,3383.0,3,2
16.5,34.0,49.0,1,672.0,1,0
25.1,100.0,10.0,0,1077.0,6,2
33.6,62.0,58.0,0,1746.0,2,1
26.5,97.0,38.0,1,1033.0,4,2
25.3,54.0,213.0,0,981.0,2,2
35.4,79.0,48.0,0,766.0,2,1
16.4,39.0,75.0,1,4174.0,1,1
30.1,69.0,172.0,1,1747.0,4,2
22.5,45.0,117.0,0,2892.0,0,1
28.3,72.0,16.0,1,1553.0,3,2
33.6,100.0,30.0,1,2507.0,1,2
23.4,82.0,32.0,0,3562.0,1,2
26.3,77.0,223.0,0,2541.0,5,2
33.3,65.0,30.0,1,1373.0,4,2
17.4,47.0,34.0,0,730.0,5,0
31.5,100.0,128.0,1,764.0,1,2
23.5,31.0,23.0,1,2501.0,2,1
32.6,93.0,107.0,0,371.0,1,2
25.9,76.0,73.0,1,1106.0,3,2
23.8,57.0,35.0,1,1403.0,5,2
28.0,80.0,158.0,0,1736.0,4,2
34.2,71.0,124.0,1,2066.0,2,2
24.4,68.0,75.0,1,950.0,1,2
24.0,56.0,44.0,0,1868.0,4,1
34.1,37.0,91.0,0,1105.0,4,0
26.4,44.0,90.0,0,1845.0,5,2
24.9,77.0,18.0,0,768.0,3,2
25.2,57.0,66.0,0,1094.0,2,1
32.6,72.0,195.0,1,1041.0,7,2
31.7,42.0,58.0,0,946.0,7,1
21.3,45.0,117.0,0,958.0,3,0
23.6,54.0,90.0,0,3357.0,2,2
32.4,100.0,143.0,0,707.0,2,2
30.0,55.0,62.0,1,578.0,4,2
11.9,45.0,26.0,0,618.0,4,0
28.3,93.0,87.0,0,531.0,6,2
26.1,100.0,38.0,0,270.0,6,2
33.3,34.0,46.0,1,1129.0,2,1
36.6,48.0,34.0,1,2284.0,5,1
24.8,100.0,14.0,0,2297.0,1,2
42.0,62.0,41.0,0,2554.0,2,0
16.2,77.0,137.0,1,1563.0,4,2
26.0,62.0,180.0,0,876.0,4,2
27.0,75.0,90.0,1,2461.0,4,2
31.1,63.0,54.0,0,1060.0,3,2
32.7,57.0,36.0,0,276.0,1,0
33.9,48.0,71.0,1,560.0,1,1
31.6,66.0,55.0,1,1168.0,2,2
28.9,65.0,169.0,1,991.0,0,2
25.8,82.0,56.0,0,1766.0,6,2
20.0,61.0,26.0,0,1595.0,1,0
25.4,47.0,106.0,0,774.0,2,1
26.0,48.0,37.0,0,2694.0,2,2
19.1,60.0,56.0,0,1215.0,4,0
31.7,33.0,33.0,1,4145.0,4,2
22.5,79.0,139.0,0,886.0,3,2
30.4,76.0,110.0,1,1832.0,3,2
29.1,100.0,5.0,0,164.0,5,2
19.7,36.0,242.0,0,2991.0,3,1
21.2,57.0,62.0,0,832.0,1,0
23.1,49.0,13.0,1,1430.0,1,1
24.0,86.0,48.0,1,1536.0,3,2
35.7,82.0,151.0,0,736.0,3,1
28.4,69.0,41.0,1,99.0,2,2
22.7,71.0,203.0,0,860.0,3,2
31.2,89.0,27.0,0,1277.0,2,2
36.2,59.0,129.0,0,360.0,4,1
24.0,77.0,28.0,1,942.0,2,2
26.6,76.0,54.0,0,1656.0,0,2
23.3,49.0,19.0,0,937.0,5,0
30.6,48.0,34.0,0,520.0,4,1
30.0,51.0,52.0,1,756.0,3,2
28.6,91.0,96.0,0,498.0,5,2
27.6,79.0,80.0,0,2417.0,4,2
19.6,91.0,100.0,1,867.0,3,2
17.9,51.0,33.0,0,1128.0,1,0
26.9,98.0,133.0,0,1882.0,2,2
20.1,48.0,142.0,0,508.0,2,0
28.4,33.0,36.0,0,324.0,3,1
18.4,16.0,36.0,0,235.0,1,0
23.8,58.0,95.0,1,2585.0,1,2
24.2,62.0,44.0,1,401.0,3,2
12.1,50.0,23.0,0,2051.0,3,0
21.7,23.0,22.0,0,841.0,1,0
28.6,82.0,10.0,1,1230.0,5,2
36.3,67.0,52.0,0,1239.0,0,0
36.0,76.0,57.0,0,1901.0,6,1
28.4,92.0,270.0,0,274.0,3,2
28.8,29.0,60.0,0,2161.0,5,2
32.4,84.0,45.0,1,2594.0,2,2
20.9,72.0,57.0,1,1342.0,1,2
18.5,86.0,42.0,0,672.0,5,1
21.6,90.0,44.0,1,1734.0,4,2
24.7,62.0,82.0,0,807.0,1,1
30.1,100.0,91.0,0,2103.0,3,2
19.9,91.0,20.0,0,531.0,4,1
29.5,58.0,81.0,1,1714.0,3,2
25.2,50.0,166.0,1,4850.0,3,2
20.8,40.0,22.0,0,508.0,2,0
33.4,54.0,44.0,1,628.0,4,1
32.5,72.0,35.0,0,1306.0,3,1
29.2,58.0,138.0,1,3346.0,3,2
34.9,87.0,31.0,0,1766.0,2,1
27.1,91.0,53.0,0,2460.0,1,2
25.7,77.0,39.0,0,484.0,2,2
25.2,61.0,89.0,1,1978.0,3,2
20.0,92.0,63.0,1,844.0,4,2
26.2,67.0,112.0,0,1754.0,3,2
25.3,100.0,79.0,1,783.0,4,2
23.0,30.0,137.0,0,1485.0,3,1
21.1,69.0,120.0,0,1604.0,5,2
31.3,76.0,76.0,1,823.0,7,2
30.1,100.0,97.0,1,652.0,3,2
30.7,60.0,53.0,1,787.0,3,2
21.9,81.0,72.0,0,640.0,2,1
32.4,22.0,106.0,0,1953.0,5,1
29.6,63.0,108.0,1,1721.0,4,2
23.1,81.0,121.0,0,3634.0,2,2
28.0,75.0,39.0,0,3615.0,1,2
14.7,60.0,10.0,1,2753.0,1,1
36.4,45.0,65.0,1,3995.0,6,2
27.3,64.0,31.0,0,1015.0,1,2
20.9,67.0,56.0,1,659.0,6,2
32.3,66.0,175.0,1,2619.0,5,2
19.3,100.0,202.0,0,593.0,2,1
28.0,49.0,29.0,1,1037.0,3,2
29.5,88.0,189.0,0,1413.0,4,2
30.6,75.0,19.0,0,1489.0,5,2
24.7,58.0,84.0,1,2949.0,3,2
25.5,81.0,58.0,1,1652.0,5,2
34.7,97.0,32.0,0,1177.0,2,1
28.6,36.0,67.0,0,411.0,6,2
30.6,100.0,28.0,0,380.0,1,2
21.3,100.0,27.0,1,1193.0,5,2
28.3,87.0,46.0,0,1121.0,3,2
25.8,60.0,186.0,0,643.0,6,2
16.8,53.0,126.0,0,4475.0,4,1
23.5,100.0,138.0,1,1653.0,4,2
25.9,85.0,21.0,0,1305.0,2,2
31.0,92.0,39.0,0,661.0,1,2
15.0,100.0,83.0,0,835.0,5,1
33.6,99.0,55.0,0,811.0,1,1
40.2,62.0,160.0,1,527.0,2,1
28.3,50.0,26.0,0,806.0,4,1
23.1,51.0,103.0,0,2066.0,5,1
24.0,63.0,13.0,1,3145.0,3,2
17.9,43.0,15.0,1,310.0,4,0
24.2,70.0,88.0,0,2047.0,0,2
15.9,37.0,148.0,0,3059.0,5,1
25.7,94.0,44.0,1,338.0,1,2
42.0,100.0,39.0,0,1666.0,3,1
31.2,78.0,86.0,0,1055.0,6,2
23.1,78.0,93.0,1,267.0,3,2
15.5,85.0,32.0,0,1331.0,3,1
24.2,47.0,25.0,1,4227.0,4,2
32.2,50.0,63.0,0,395.0,4,1
27.1,76.0,23.0,0,628.0,1,2
30.8,25.0,139.0,0,1763.0,3,2
36.5,72.0,104.0,0,2034.0,6,2
31.9,89.0,119.0,1,2520.0,2,2
29.2,50.0,117.0,0,4018.0,1,2
25.1,85.0,234.0,0,1371.0,2,2
20.5,75.0,19.0,1,2505.0,3,2
30.0,63.0,95.0,0,586.0,2,2
33.6,49.0,27.0,0,976.0,0,0
16.3,65.0,77.0,0,1259.0,1,0
33.4,62.0,37.0,1,2890.0,2,2
32.6,69.0,112.0,0,2186.0,5,2
18.4,58.0,31.0,0,1051.0,1,0
26.2,54.0,4.0,1,2833.0,2,2
29.0,63.0,10.0,1,1187.0,1,2
25.1,73.0,103.0,0,340.0,3,2
36.3,94.0,63.0,1,286.0,3,2
34.8,82.0,103.0,0,689.0,0,1
24.0,44.0,55.0,0,5238.0,4,2
23.4,74.0,14.0,1,1663.0,6,2
29.3,84.0,37.0,0,729.0,4,2
29.5,91.0,130.0,0,604.0,2,2
21.9,63.0,10.0,1,1010.0,4,1
22.9,100.0,34.0,0,3429.0,3,2
19.1,74.0,250.0,0,1142.0,2,1
26.8,58.0,55.0,0,3583.0,2,2
23.4,37.0,153.0,1,1984.0,4,2
20.5,84.0,162.0,0,1259.0,6,2
27.2,57.0,36.0,0,1689.0,3,2
35.7,38.0,40.0,0,1391.0,4,0
17.1,63.0,32.0,0,1498.0,3,0
25.5,100.0,28.0,1,2244.0,3,2
23.6,62.0,11.0,0,381.0,3,0
24.4,55.0,77.0,0,256.0,1,1
29.7,49.0,56.0,0,1047.0,4,2
23.0,100.0,126.0,0,1779.0,3,2
25.0,57.0,36.0,1,1617.0,2,2
25.7,66.0,105.0,0,1989.0,5,2
31.5,79.0,61.0,1,2181.0,7,2
22.0,33.0,33.0,0,2179.0,5,0
29.7,48.0,112.0,0,475.0,4,2
30.4,62.0,62.0,0,1254.0,1,2
29.8,54.0,126.0,0,1372.0,10,2
19.5,59.0,95.0,0,2975.0,4,1
28.3,100.0,109.0,0,207.0,5,2
29.3,97.0,83.0,0,3230.0,5,2
22.9,34.0,184.0,1,470.0,2,1
32.1,60.0,22.0,1,1199.0,4,2
28.7,91.0,106.0,0,1634.0,3,2
27.6,61.0,71.0,1,2375.0,4,2
27.3,46.0,21.0,0,1712.0,6,2
29.7,89.0,37.0,0,2320.0,2,2
22.3,70.0,171.0,1,994.0,6,2
23.6,44.0,121.0,0,2636.0,4,2
29.3,53.0,135.0,0,1306.0,4,2
33.0,60.0,92.0,1,710.0,3,2
26.3,52.0,89.0,0,667.0,2,2
22.3,45.0,45.0,0,1616.0,3,0
27.4,79.0,139.0,0,2682.0,3,2
31.2,52.0,145.0,1,1339.0,2,2
29.5,30.0,157.0,0,936.0,7,2
35.5,83.0,31.0,0,1477.0,5,1
32.3,69.0,56.0,0,1798.0,3,2
32.8,54.0,15.0,0,2061.0,2,0
29.4,82.0,36.0,0,677.0,1,2
28.5,66.0,29.0,0,206.0,3,2
17.0,72.0,39.0,0,1174.0,5,1
27.5,65.0,78.0,0,3396.0,5,2
29.6,69.0,19.0,0,1308.0,4,2
22.5,68.0,94.0,0,3004.0,0,2
23.7,79.0,7.0,0,1489.0,7,2
27.3,49.0,28.0,1,1543.0,5,2
18.0,63.0,66.0,1,1647.0,4,2
33.8,75.0,123.0,0,877.0,1,1
16.0,39.0,13.0,0,988.0,3,0
19.2,71.0,59.0,0,2395.0,4,1
29.5,61.0,47.0,0,523.0,2,2
36.2,79.0,29.0,1,1004.0,4,2
31.6,68.0,22.0,0,701.0,1,1
33.5,80.0,50.0,1,1708.0,2,2
27.8,87.0,54.0,0,1251.0,4,2
25.3,38.0,35.0,0,1135.0,4,1
21.2,76.0,78.0,0,663.0,4,1
28.5,96.0,84.0,0,1323.0,6,2
36.1,67.0,40.0,0,1694.0,4,1
18.7,74.0,164.0,1,481.0,0,2
29.0,63.0,64.0,1,828.0,3,2
28.0,80.0,33.0,1,707.0,4,2
39.4,70.0,18.0,0,1491.0,2,0
31.1,96.0,37.0,0,2237.0,0,2
27.6,75.0,44.0,0,1164.0,4,2
33.9,33.0,70.0,1,1714.0,0,1
24.5,75.0,73.0,1,342.0,1,2
35.5,58.0,133.0,0,1030.0,3,1
17.1,65.0,49.0,0,576.0,4,0
23.7,38.0,53.0,1,1400.0,1,1
26.9,36.0,141.0,0,1054.0,2,2
37.9,66.0,88.0,1,677.0,5,2
19.7,100.0,42.0,1,1153.0,1,2
31.3,30.0,65.0,0,1742.0,2,1
28.6,44.0,48.0,0,2390.0,3,2
19.7,65.0,103.0,0,1752.0,0,1
25.0,95.0,46.0,1,832.0,6,2
30.3,68.0,21.0,0,232.0,1,1
23.7,34.0,29.0,0,1350.0,2,0
28.8,43.0,131.0,1,1831.0,2,2
28.3,47.0,51.0,1,1246.0,4,2
27.6,64.0,11.0,0,832.0,5,2
32.5,84.0,35.0,0,3794.0,3,2
15.4,90.0,122.0,0,1248.0,1,1
15.9,52.0,14.0,0,3753.0,4,0
18.6,72.0,113.0,1,2150.0,2,2
26.1,76.0,35.0,0,915.0,3,2
23.5,100.0,28.0,1,644.0,2,2
29.1,85.0,57.0,0,1083.0,1,2
26.0,34.0,35.0,0,863.0,0,0
22.1,100.0,197.0,1,1305.0,3,2
31.4,79.0,60.0,0,2846.0,3,2
28.3,85.0,60.0,1,1925.0,4,2
21.8,72.0,105.0,0,4072.0,3,2
25.0,59.0,63.0,0,2777.0,3,2
27.3,75.0,128.0,0,2198.0,6,2
42.0,72.0,58.0,1,1823.0,6,2
29.5,31.0,121.0,1,661.0,2,2
19.5,79.0,99.0,1,1518.0,5,2
33.6,59.0,44.0,0,852.0,1,0
31.9,74.0,30.0,0,1752.0,2,2
33.5,99.0,28.0,0,1643.0,4,2
17.5,37.0,41.0,0,968.0,2,0
23.9,15.0,52.0,0,1836.0,1,0
18.6,56.0,25.0,1,1094.0,4,1
33.6,51.0,73.0,0,1539.0,3,1
22.6,60.0,58.0,0,1252.0,2,1
12.2,94.0,27.0,0,3343.0,1,1
34.3,52.0,60.0,0,2780.0,3,1
31.7,71.0,28.0,1,1571.0,2,2
21.4,61.0,56.0,0,2408.0,3,1
29.0,83.0,122.0,0,1457.0,2,2
29.6,82.0,77.0,0,846.0,2,2
22.7,91.0,105.0,0,3959.0,2,2
37.4,43.0,21.0,0,187.0,4,0
31.8,87.0,13.0,1,394.0,2,2
21.8,68.0,63.0,0,2017.0,3,1
21.9,52.0,79.0,0,239.0,2,0
26.1,62.0,261.0,0,1055.0,10,2
23.3,71.0,28.0,1,1592.0,3,2
27.8,69.0,210.0,0,695.0,2,2
22.1,72.0,128.0,0,759.0,2,1
30.7,86.0,58.0,0,3194.0,2,2
26.7,97.0,83.0,1,439.0,4,2
22.8,80.0,112.0,0,1440.0,3,2
32.4,61.0,107.0,1,1018.0,1,2
25.7,54.0,94.0,0,843.0,6,2
33.9,65.0,86.0,1,1113.0,1,2
21.5,83.0,38.0,1,1240.0,2,2
34.9,89.0,96.0,0,502.0,2,1
26.7,56.0,128.0,0,965.0,2,2
27.9,42.0,15.0,0,1652.0,4,1
33.3,61.0,124.0,0,328.0,4,1
15.4,70.0,83.0,1,635.0,2,1
34.7,50.0,106.0,0,2054.0,3,1
39.5,49.0,145.0,0,183.0,3,0
16.2,38.0,71.0,0,1267.0,2,0
31.2,51.0,10.0,0,626.0,6,1
18.8,74.0,58.0,0,908.0,3,1
26.9,59.0,51.0,0,2343.0,2,2
29.3,74.0,68.0,0,1395.0,2,2
31.0,62.0,39.0,1,4155.0,1,2
24.4,37.0,141.0,0,642.0,2,1
20.7,55.0,88.0,1,1469.0,2,1
36.5,79.0,45.0,0,961.0,3,1
13.4,70.0,78.0,0,2458.0,3,1
26.3,21.0,21.0,0,395.0,2,0
28.5,84.0,82.0,1,1468.0,3,2
29.3,47.0,126.0,0,1136.0,3,2
37.5,49.0,42.0,1,1999.0,1,1
18.4,97.0,28.0,1,2564.0,3,2
25.6,25.0,108.0,1,783.0,0,2
24.4,51.0,119.0,0,1106.0,2,1
26.8,100.0,150.0,1,2907.0,2,2
30.8,90.0,48.0,0,1127.0,1,2
42.0,100.0,21.0,0,410.0,3,0
32.0,61.0,22.0,0,3917.0,4,2
34.3,72.0,270.0,0,747.0,3,2
33.0,87.0,70.0,0,1973.0,0,2
36.3,38.0,21.0,0,1173.0,2,0
18.0,65.0,117.0,0,336.0,3,1
30.4,52.0,132.0,1,2139.0,1,2
17.5,43.0,49.0,0,525.0,3,0
39.2,48.0,14.0,1,1112.0,4,0
29.1,75.0,41.0,1,1471.0,3,2
28.4,54.0,153.0,0,394.0,4,2
29.7,70.0,61.0,0,1541.0,3,2
16.5,67.0,79.0,1,2319.0,2,2
13.2,73.0,90.0,1,1926.0,5,2
24.9,94.0,70.0,1,660.0,7,2
22.7,46.0,71.0,1,758.0,1,1
25.3,72.0,60.0,1,1315.0,4,2
24.1,83.0,47.0,1,2156.0,5,2
28.9,54.0,60.0,1,1979.0,3,2
29.6,96.0,34.0,1,1046.0,6,2
29.8,48.0,36.0,0,1287.0,3,1
25.3,91.0,102.0,0,740.0,1,2
31.4,82.0,35.0,0,808.0,3,2
21.3,58.0,94.0,0,348.0,0,0
37.3,100.0,98.0,0,1612.0,1,1
28.1,42.0,45.0,0,1030.0,6,2
23.0,73.0,107.0,0,352.0,2,2
28.4,38.0,40.0,0,1621.0,2,1
21.3,66.0,123.0,1,199.0,1,2
21.0,56.0,89.0,0,889.0,5,1
28.5,51.0,31.0,0,370.0,4,1
21.8,74.0,80.0,0,4050.0,1,2
36.1,69.0,112.0,0,3154.0,5,2
21.7,75.0,51.0,0,981.0,1,1
31.2,61.0,94.0,0,1301.0,2,2
22.1,45.0,92.0,0,6761.0,3,2
32.1,81.0,82.0,0,3046.0,4,2
31.4,88.0,60.0,1,1566.0,3,2
13.9,62.0,18.0,1,1643.0,1,1
32.0,88.0,30.0,0,3219.0,3,2
29.6,100.0,66.0,0,454.0,5,2
29.3,95.0,18.0,0,2873.0,0,2
26.9,73.0,82.0,0,1191.0,0,2
25.3,54.0,192.0,0,50.0,2,2
14.3,43.0,82.0,1,4122.0,1,1
26.3,81.0,188.0,0,3061.0,2,2
26.4,55.0,45.0,0,2365.0,2,2
25.4,81.0,144.0,1,1062.0,1,2
20.8,46.0,81.0,0,463.0,1,0
34.2,93.0,107.0,0,764.0,6,2
28.5,55.0,22.0,0,2864.0,3,2
23.9,44.0,143.0,0,202.0,2,1
16.7,68.0,159.0,0,2671.0,1,1
21.7,49.0,177.0,1,547.0,4,2
24.8,48.0,44.0,0,1020.0,2,1
34.0,82.0,132.0,0,678.0,2,2
26.9,56.0,66.0,0,1963.0,1,2
24.6,82.0,157.0,0,2006.0,1,2
30.7,75.0,126.0,0,2735.0,2,2
31.1,64.0,69.0,1,1563.0,2,2
27.3,63.0,53.0,1,3964.0,4,2
31.6,54.0,306.0,0,2012.0,3,2
30.9,53.0,98.0,1,1694.0,1,2
31.9,71.0,143.0,1,970.0,5,2
26.9,80.0,98.0,1,1298.0,6,2
22.0,79.0,51.0,0,1258.0,3,1
25.1,94.0,77.0,0,695.0,1,2
31.4,67.0,91.0,1,301.0,5,2
35.5,99.0,122.0,0,429.0,4,2
32.4,66.0,133.0,0,265.0,2,2
26.7,72.0,46.0,0,545.0,3,2
32.6,100.0,14.0,0,3482.0,3,2
23.1,86.0,57.0,1,3246.0,3,2
34.1,70.0,85.0,1,2665.0,4,2
37.1,81.0,41.0,1,993.0,2,2
33.0,72.0,180.0,1,914.0,2,2
20.8,100.0,170.0,1,2662.0,4,2
21.2,60.0,74.0,1,1840.0,4,2
33.0,41.0,92.0,0,553.0,3,0
30.2,64.0,25.0,0,909.0,1,1
22.4,57.0,114.0,0,663.0,5,1
23.1,58.0,156.0,0,1456.0,3,2
30.1,40.0,124.0,0,1073.0,0,1
21.4,88.0,132.0,1,1524.0,1,2
29.4,80.0,84.0,0,798.0,4,2
35.2,100.0,125.0,1,371.0,3,2
28.1,76.0,60.0,1,901.0,3,2
38.0,87.0,110.0,0,554.0,0,1
30.7,65.0,100.0,0,1261.0,1,2
27.6,56.0,158.0,1,388.0,3,2
